"","logFC","logCPM","LR","PValue","FDR","change"
"NT5C3B",-0.145281562964655,6.22623497634588,2.37035707429964,0.123658763595786,0.448357439476565,"NOT"
"TJAP1",0.136025314438631,5.92887734915842,2.3693134172064,0.123741463621466,0.448576697924342,"NOT"
"POU3F2",0.372692568434636,2.99793028496416,2.36858301363009,0.123799377761245,0.448706042133564,"NOT"
"UPK2",0.737865595835795,0.412808614469954,2.36830061768091,0.123821777170448,0.448706641242019,"NOT"
"FUK",-0.144567363589979,5.62242196537206,2.36705557143601,0.123920586845605,0.448984086738088,"NOT"
"ZNF385C",-0.522168574840415,1.19886117260801,2.3664926421154,0.123965290915881,0.449065434567113,"NOT"
"PITPNC1",0.738730639892125,0.412674582178227,2.36579718195695,0.124020544418932,0.449173393179877,"NOT"
"HSD3B7",0.406207016084561,2.96004570212744,2.36545016241869,0.124048124942895,0.449173393179877,"NOT"
"ZNF764",0.339996900197499,4.02722931864678,2.36513387939499,0.12407326851222,0.449173393179877,"NOT"
"ZDHHC1",2.42532500821221,-1.14188175144206,2.36499737390904,0.124084122044389,0.449173393179877,"NOT"
"WDR97",0.510045603206261,1.283634525118,2.36456088066462,0.124118834636066,0.449186260859606,"NOT"
"RGPD1",2.42530758521085,-1.14188175144206,2.36414482783402,0.124151931717947,0.449186260859606,"NOT"
"GPR176",0.510067264409144,1.28365516320527,2.3641131716084,0.124154450377825,0.449186260859606,"NOT"
"CHRNA1",2.42529368318041,-1.14188175144206,2.36346476460676,0.124206051977218,0.449229592864168,"NOT"
"CKMT1B",-0.584204221561397,0.901763240307539,2.36328525085179,0.124220342269646,0.449229592864168,"NOT"
"STX17",0.188889460205871,4.70392304496816,2.36312365998079,0.124233207362119,0.449229592864168,"NOT"
"B4GALT4",0.281001253384452,3.71534175163268,2.36232490397991,0.124296822229389,0.449379105949715,"NOT"
"NDRG3",0.171826276353101,5.14758929205446,2.36061947271401,0.124432768009135,0.44971690743889,"NOT"
"AURKC",0.469921154523998,2.2324409622206,2.36042480311249,0.124448296287143,0.44971690743889,"NOT"
"EEF1E1",0.281437973274352,4.66995235077219,2.36031432787837,0.124457109560785,0.44971690743889,"NOT"
"SH3PXD2B",-1.32947677506144,-0.497320535694005,2.35930989078462,0.124537271352953,0.449914602819768,"NOT"
"RHOQ",0.178174657551602,4.94577971258137,2.35907020241289,0.12455640879808,0.449914602819768,"NOT"
"DZANK1",1.8148396515454,-0.972173675193084,2.35856022472294,0.124597137828388,0.449934423943717,"NOT"
"EN2",1.8148461240438,-0.972173675193084,2.3582782562638,0.124619663402155,0.449934423943717,"NOT"
"MT1E",-1.78113940021154,-0.748897726760208,2.35816414066692,0.124628781024002,0.449934423943717,"NOT"
"SLC1A5",0.0269915073972885,9.57539925723958,2.35754264997725,0.124678449969349,0.450033231770958,"NOT"
"AC106886.5",0.90229220684517,0.10568336201192,2.35637016350381,0.1247722138484,0.450223998199758,"NOT"
"HECTD1",0.113881322034708,7.23330844851207,2.35632385153638,0.124775919029347,0.450223998199758,"NOT"
"SCLT1",0.225349091452219,4.48152074783668,2.35473456883807,0.124903143406253,0.450602491433964,"NOT"
"UBE2G2",-0.096842779755556,8.11015749254814,2.35329377282932,0.125018605749282,0.450938424061887,"NOT"
"ARID5B",-0.521246854610415,1.19762356196792,2.35229823381158,0.125098455408102,0.451105653555176,"NOT"
"FAM76B",0.196193130640293,4.83932427744468,2.35215841331424,0.125109674592355,0.451105653555176,"NOT"
"AGTRAP",-0.132705135467347,6.126149582148,2.35135709577716,0.125173993805109,0.45125694336922,"NOT"
"HNRNPH2",0.130952349912301,6.24043985807824,2.35107271378064,0.125196829076267,0.451258654686221,"NOT"
"SFXN4",-0.168761950436062,5.41803511105336,2.34909829984277,0.125355498008924,0.45168927572016,"NOT"
"CCDC50",0.129393329200193,6.68238560563008,2.34889619266931,0.125371752458582,0.45168927572016,"NOT"
"CYFIP1",0.11465408486149,6.80294349470164,2.3483956186634,0.125412021158739,0.45168927572016,"NOT"
"MON1B",-0.11546213880336,6.63315636833101,2.34819322169158,0.125428307073199,0.45168927572016,"NOT"
"SYF2",0.175888757310651,5.01518034384533,2.3480254387044,0.125441809547791,0.45168927572016,"NOT"
"TXN2",0.108559314026398,7.37064631894463,2.34791632206947,0.125450591665998,0.45168927572016,"NOT"
"BMPR1A",0.240851296165116,4.18398312366962,2.34758902981893,0.125476937478778,0.451703545354836,"NOT"
"WWP2",-0.132833962755593,6.44421482705194,2.34695030570383,0.12552837011181,0.451808103660859,"NOT"
"AGA",0.435801312796492,1.88026941459027,2.34659233826543,0.125557205333005,0.451831305425353,"NOT"
"C19orf84",-0.452368240615679,1.65339864611788,2.34563778157642,0.125634133384989,0.452027535361467,"NOT"
"ABCA13",0.423895083114984,2.33376510389855,2.34326337014524,0.125825715333725,0.452532275006285,"NOT"
"C1QTNF9B",-0.931193664585574,0.0289847973622167,2.34310600235373,0.125838424192868,0.452532275006285,"NOT"
"DNAAF1",-0.257303420785455,3.98499188194924,2.34302113480475,0.125845278600063,0.452532275006285,"NOT"
"HSP90B1",0.0631413797821765,8.90552009447299,2.34278796691322,0.125864112760036,0.452532275006285,"NOT"
"GDF2",1.58220480983823,-0.749690328060002,2.34219933730268,0.125911673316788,0.452622636125063,"NOT"
"POPDC3",0.411741651465873,2.84601892398131,2.34174516180999,0.125948383798161,0.452673968553996,"NOT"
"COX4I1",-0.0632721225280028,8.89444372498007,2.34088742260474,0.126017746326981,0.452771495558335,"NOT"
"RMND1",0.213167336560415,4.43354998380045,2.34076496549306,0.126027652491672,0.452771495558335,"NOT"
"DPY19L1",0.164421147763698,5.45289894478315,2.3405774215589,0.126042825531278,0.452771495558335,"NOT"
"TRIM23",0.481749985101679,3.12159467144684,2.34023364531461,0.12607064365071,0.452790827463069,"NOT"
"TMEM191C",0.427259644220424,2.09506217329659,2.33982411861938,0.126103791156876,0.452829289917599,"NOT"
"AC120194.1",0.263923290817561,4.19238572401806,2.33934567043874,0.126142529511151,0.452887811432937,"NOT"
"PMFBP1",-0.194076085032986,4.80848265618542,2.33711131710066,0.12632361290806,0.453351399801117,"NOT"
"FKBP14",-0.220255360922947,4.43505451156263,2.33699638142448,0.126332935695153,0.453351399801117,"NOT"
"RMDN2",0.458421306683817,1.62658580448639,2.33692106491446,0.126339045264431,0.453351399801117,"NOT"
"FBXO6",-0.232537069191124,4.25076826371691,2.33649322314291,0.12637375742126,0.453395341958835,"NOT"
"OGFOD3",-0.15105847732349,5.77897999292225,2.33524937450194,0.126474735047146,0.4535625073583,"NOT"
"YBX1",-0.101219755457628,10.890044915309,2.33519085909444,0.12647948763094,0.4535625073583,"NOT"
"QSER1",-0.121407295551428,6.47395902979865,2.33508882554882,0.12648777520502,0.4535625073583,"NOT"
"DSCR4",0.350295621672272,3.54745973325101,2.33438247343882,0.12654516452201,0.453687682575712,"NOT"
"C1orf52",-0.166322323506916,5.09133245821174,2.33342836483895,0.126622729404256,0.453885133589216,"NOT"
"TOP1MT",-0.117927002897659,6.50832852201985,2.33283669287413,0.126670856323883,0.453977011449525,"NOT"
"SP3",0.130881576376786,6.60027430907026,2.33243294440855,0.126703709121662,0.454014125316808,"NOT"
"CDKL3",0.738750967990199,0.412695786304922,2.33111925218735,0.126810669158431,0.454298236252983,"NOT"
"FAM32A",-0.133670474162671,5.98689745848788,2.33090626907811,0.126828019575309,0.454298236252983,"NOT"
"PRCC",-0.115666389606766,6.73131844387797,2.33021410162012,0.126884424415455,0.45441962185063,"NOT"
"SPART",0.134492600850357,5.74813986099194,2.32927638788128,0.126960883375292,0.454612772781542,"NOT"
"IRF1",0.3638938340139,3.52979222556051,2.32858335002328,0.127017424979908,0.454734549143077,"NOT"
"C3",1.34820212794113,-0.386960951616886,2.32801664560443,0.127063680469155,0.454819463559422,"NOT"
"EMC8",-0.130938324409441,6.18284496641661,2.3272634650612,0.127125185499545,0.454958923313765,"NOT"
"RBL1",0.1704881001244,5.16911127662448,2.3265287134621,0.127185217532538,0.454996135189133,"NOT"
"GCC2",0.188107080411095,5.51158838260069,2.32648421326731,0.127188854382516,0.454996135189133,"NOT"
"ACAD8",0.164762711443844,5.10351531233504,2.32630844337782,0.12720322059051,0.454996135189133,"NOT"
"LSM11",0.237663820827176,4.41552901922484,2.32543039561806,0.127275013147542,0.455115084977732,"NOT"
"SIDT2",-0.191650155674522,4.9035863421242,2.32535011514564,0.127281579436389,0.455115084977732,"NOT"
"MRPL35",0.140594309927132,6.67647876439019,2.32507443917651,0.12730413035525,0.455115084977732,"NOT"
"LARP4",0.13555930246189,7.26334596515855,2.32381164053757,0.127407486985463,0.455339935041844,"NOT"
"IREB2",-0.108660806892204,7.24421875692638,2.32375468678336,0.127412150695272,0.455339935041844,"NOT"
"FAM72B",0.185192064851009,4.93726602387647,2.32309428408107,0.127466242243826,0.455452591133613,"NOT"
"PPP2R5A",-0.144034072887136,6.17191178837956,2.32255131391966,0.127510734397732,0.455530913591899,"NOT"
"KLHL4",1.10278272352671,-0.3345867306787,2.32178851223286,0.127573269221508,0.455673654187479,"NOT"
"ATG7",0.14375716744119,5.56218698029633,2.31930146679239,0.127777395498878,0.456301367809656,"NOT"
"LRRC4B",-0.471747366386903,1.47322165531861,2.31909656998242,0.127794228772617,0.456301367809656,"NOT"
"DHX36",0.124077788412812,6.4059096258958,2.31819929407959,0.127867973448845,0.45639906902836,"NOT"
"CYP26B1",-2.3526985696579,-1.23506375402337,2.31717400008737,0.127952297578977,0.45639906902836,"NOT"
"OR2D3",-2.35269692346684,-1.23506375402337,2.31708529199685,0.127959596183307,0.45639906902836,"NOT"
"SPEF1",-2.45933629142507,-1.23438698744471,2.31696849088023,0.127969206894503,0.45639906902836,"NOT"
"CNGA1",-2.45934368577408,-1.23438698744471,2.31656438319006,0.128002464166056,0.45639906902836,"NOT"
"ZFPL1",0.196446603975837,5.00412246068809,2.31639732643814,0.128016215420416,0.45639906902836,"NOT"
"DHDDS",-0.127907670136815,5.8581085791481,2.31618491863655,0.128033702115306,0.45639906902836,"NOT"
"FDFT1",0.103968004609248,8.00197938766821,2.31575421703174,0.128069168239606,0.45639906902836,"NOT"
"YES1",-0.129436019583528,6.57254604327675,2.31539073025005,0.12809910806936,0.45639906902836,"NOT"
"MPZL3",0.39325377777451,2.56450313227026,2.31354313486462,0.12825141209175,0.45639906902836,"NOT"
"TNS2",-0.472985093362143,1.47408753560308,2.31337349499977,0.128265406226601,0.45639906902836,"NOT"
"ZFP37",2.22490267124061,-1.23492854267824,2.31310045039426,0.128287934119795,0.45639906902836,"NOT"
"PDCL2",2.22487519022125,-1.23492854267824,2.31173902709249,0.128400325852246,0.45639906902836,"NOT"
"CASC10",-0.509953526005002,1.23308828328012,2.31155721845623,0.128415343285144,0.45639906902836,"NOT"
"SLC15A5",2.22486661236605,-1.23492854267824,2.31131425710783,0.128435414998707,0.45639906902836,"NOT"
"CYP2E1",2.22485698599996,-1.23492854267824,2.31083766811907,0.128474797490685,0.45639906902836,"NOT"
"TULP1",-0.509867104897932,1.23321241872323,2.31079402024809,0.128478404964419,0.45639906902836,"NOT"
"OTUB2",2.22485476009661,-1.23492854267824,2.31072748195103,0.128483904536957,0.45639906902836,"NOT"
"OR4F5",2.22485463283055,-1.23492854267824,2.31072118223008,0.128484425239738,0.45639906902836,"NOT"
"VMP1",-0.11969996345286,6.20290319100758,2.31058222786656,0.128495911095789,0.45639906902836,"NOT"
"LGALSL",2.22485085069419,-1.23492854267824,2.31053397362404,0.128499900020184,0.45639906902836,"NOT"
"KCNS2",2.22484831871725,-1.23492854267824,2.31040865490128,0.128510260103889,0.45639906902836,"NOT"
"VTN",1.68980198142224,-0.682491544153102,2.30985427427829,0.128556101843496,0.45639906902836,"NOT"
"TMX3",0.173754843666429,4.99789855252116,2.30826988831564,0.128687215163478,0.45639906902836,"NOT"
"SPDYE2",0.448183733077085,2.03716721199117,2.30733338502897,0.128764784019179,0.45639906902836,"NOT"
"ZSCAN10",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"TYROBP",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"TNFRSF4",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"SYCP1",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"SPATA46",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"RGL1",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"RAB40AL",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"PRUNE2",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"PHYHD1",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"PCDHGA7",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"NR2E3",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"ILDR1",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"CLMN",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"CALR3",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"BEST4",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"AC109583.3",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"AC093227.3",-3.84240454327552,-1.6820121727269,2.3072531340961,0.128771433479386,0.45639906902836,"NOT"
"PTPN12",-0.161356269442623,5.27617437777837,2.30669409564113,0.128817765099113,0.456483111056223,"NOT"
"TBX3",-0.509413027370738,1.23252217082757,2.30629406450515,0.128850930012326,0.456491466212721,"NOT"
"SPIDR",0.148644553361262,5.42013330592898,2.30612001597803,0.128865362618992,0.456491466212721,"NOT"
"EBAG9",0.180631683282355,4.80186746892422,2.30516479060434,0.128944604735021,0.456692009153644,"NOT"
"WBP2NL",0.827839052391078,0.180217826723463,2.30392504330583,0.129047530734833,0.456976349843772,"NOT"
"AFG1L",-0.373019444250585,2.96130568241388,2.30338169274075,0.12909266949786,0.457055993532686,"NOT"
"PIGW",0.131926903759725,5.99026266608869,2.3027439663006,0.129145670961313,0.457163442496098,"NOT"
"DDX23",-0.100989361535436,8.0375748483055,2.30059404799277,0.129324529453542,0.457716297597674,"NOT"
"BBS9",0.89239131646405,0.10618359824619,2.29944227090278,0.129420462952846,0.457920299240629,"NOT"
"CRYZ",0.128504918393563,6.22956383301045,2.29935722140097,0.129427550015784,0.457920299240629,"NOT"
"NFATC2",0.172587168326112,5.04876589087857,2.2990197296689,0.129455677020377,0.457939529876992,"NOT"
"KIAA1549",0.642178820995259,0.665602038492096,2.29554689529345,0.129745503631425,0.458884333821556,"NOT"
"ITPA",0.146928889646902,6.52597598438257,2.29393396224331,0.129880357403601,0.459280794246025,"NOT"
"STAM2",0.250029025468348,4.29817008712102,2.29251412768235,0.129999195945298,0.459620492882282,"NOT"
"MOB4",0.469361804741219,3.315668593762,2.28657339797439,0.130497744732218,0.461293942475192,"NOT"
"VCPIP1",-0.180729336881778,5.11354374510531,2.28632982912174,0.130518230589829,0.461293942475192,"NOT"
"SESTD1",0.406835871704171,2.18013967137613,2.28566696854752,0.130574000000258,0.461410242340258,"NOT"
"ARIH1",-0.141028030750289,6.03868844478777,2.28440659265349,0.130680114356037,0.461665074379089,"NOT"
"EMC1",-0.123793556136429,7.49139478905269,2.28426706936993,0.13069186709914,0.461665074379089,"NOT"
"TEAD4",-0.163679580988362,5.49066475565701,2.28384787267495,0.13072718522306,0.461709017323516,"NOT"
"NUCB2",0.195552749656352,4.94951214043276,2.27823794167922,0.131200858662908,0.463240294035309,"NOT"
"ZNF606",0.494458067647372,1.317199961751,2.27816942355798,0.131206655800299,0.463240294035309,"NOT"
"RBM47",-0.300447755767931,3.69708932295304,2.27764072498148,0.131251397203132,0.463317202546163,"NOT"
"TST",0.182636019409788,4.92378178711238,2.27636452313081,0.131359466630685,0.463594677889382,"NOT"
"TIMM9",0.208184963340706,4.7753245015884,2.27611915206595,0.131380256156259,0.463594677889382,"NOT"
"PXMP2",0.494202294768586,1.31754406815784,2.27582663523442,0.131405044993176,0.463594677889382,"NOT"
"ZNF674",-0.499919821753078,1.26891470914679,2.27562789925457,0.131421889510191,0.463594677889382,"NOT"
"POP1",-0.153301611241577,5.23660200889267,2.27532543048605,0.131447530862875,0.463604093034549,"NOT"
"ZNF804A",-0.499551312986371,1.26836617748578,2.27463341442487,0.131506216524364,0.463730028949534,"NOT"
"POLR3H",-0.106952232730208,7.27208106950118,2.27436023067934,0.131529391620537,0.463730721924188,"NOT"
"MRPL22",-0.12589886853891,5.94029452005429,2.27396211478878,0.131563173292139,0.463746680637103,"NOT"
"PRIM1",0.120550096611397,6.01094577410969,2.27376530686228,0.13157987678153,0.463746680637103,"NOT"
"UNC13B",0.138065568536492,5.57257016868644,2.27279836087313,0.131661977843305,0.463955015689843,"NOT"
"SMARCD3",0.414313535858463,2.95581644430426,2.27144370835569,0.131777094309616,0.464279598509491,"NOT"
"CCDC183",0.493924715268126,1.31788824793776,2.27091790172276,0.131821806879216,0.464356062948062,"NOT"
"HNRNPK",-0.0278151524970814,9.82634415597766,2.26965291065877,0.131929446237618,0.464598302011091,"NOT"
"HMGB1",0.0695032452306385,8.7312609076239,2.26956867923748,0.131936617056913,0.464598302011091,"NOT"
"ARV1",0.128788118588666,5.86998779261335,2.26914914991467,0.13197233905705,0.464643017186032,"NOT"
"FBXO34",0.17204941046004,4.95807817604067,2.26868517269837,0.132011858271358,0.464701083511996,"NOT"
"MGA",-0.114683581946821,6.8026904825737,2.2682986941306,0.13204478663115,0.464735932857208,"NOT"
"PARP2",0.152262805094225,5.25264891584988,2.26664983393515,0.132185374214788,0.465111360383914,"NOT"
"ZNF430",0.386388845892473,3.1925444230462,2.26650712037455,0.132197550327641,0.465111360383914,"NOT"
"C1orf109",0.123871035576983,5.9884127036182,2.26543926836008,0.132288697654977,0.465350916397961,"NOT"
"TRIB1",-0.291156724034355,3.74641766552563,2.26369222291893,0.132437969407144,0.465794817114947,"NOT"
"RHBDD1",0.144211630970307,5.61058317420938,2.26178745122672,0.132600932031685,0.466286706626841,"NOT"
"C7orf31",0.480148852092372,1.7876019899654,2.26131438756891,0.132641439670242,0.466347890938181,"NOT"
